,Brand,Category,Product Name ,Price,Reviewer,Review,Product Purchase,Ratings,Date Of Review,Response,tokenized_reviews,Polarity
21,Maybelline,Lips,Maybelline Lip Studio Color Jolt Shiny + Matte Range,9.9,yuuzaki,when applied it is not that shiny actually, Stripped Dow,5,10/11/2019 15:08,no,"['when', 'applied', 'it', 'is', 'not', 'that', 'shiny', 'actually']",1
22,Maybelline,Lips,Maybelline Lip Studio Color Jolt Shiny + Matte Range,9.9,yuuzaki,feels bit like matte lipstick too when applied, Stripped Dow,5,10/11/2019 15:08,no,"['feels', 'bit', 'like', 'matte', 'lipstick', 'too', 'when', 'applied']",0
23,Maybelline,Lips,Maybelline Lip Studio Color Jolt Shiny + Matte Range,9.9,yuuzaki,overall is good buy to try the product , Stripped Dow,5,10/11/2019 15:08,no,"['overall', 'is', 'good', 'buy', 'to', 'try', 'the', 'product']",1
24,Maybelline,Lips,Maybelline Lip Studio Color Jolt Shiny + Matte Range,9.9,darences,well received, Talk Back Red,5,10/19/2019 9:05,no,"['well', 'received']",1
25,Maybelline,Lips,Maybelline Lip Studio Color Jolt Shiny + Matte Range,9.9,darences,got it at deal during the flash sale, Talk Back Red,5,10/19/2019 9:05,no,"['got', 'it', 'at', 'deal', 'during', 'the', 'flash', 'sale']",0
26,Maybelline,Lips,Maybelline Lip Studio Color Jolt Shiny + Matte Range,9.9,darences,good buy, Talk Back Red,5,10/19/2019 9:05,no,"['good', 'buy']",1
27,Maybelline,Lips,Maybelline Lip Studio Color Jolt Shiny + Matte Range,9.9,roxinande,delivery was really fast, Orange Outburs,2,10/11/2019 21:31,no,"['delivery', 'was', 'really', 'fast']",1
28,Maybelline,Lips,Maybelline Lip Studio Color Jolt Shiny + Matte Range,9.9,roxinande,packing for small item fuss free, Orange Outburs,2,10/11/2019 21:31,no,"['packing', 'for', 'small', 'item', 'fuss', 'free']",0
29,Maybelline,Lips,Maybelline Lip Studio Color Jolt Shiny + Matte Range,9.9,roxinande,neat, Orange Outburs,2,10/11/2019 21:31,no,['neat'],1
30,Maybelline,Lips,Maybelline Lip Studio Color Jolt Shiny + Matte Range,9.9,roxinande,however product is really sticky, Orange Outburs,2,10/11/2019 21:31,no,"['however', 'product', 'is', 'really', 'sticky']",-1
31,Maybelline,Lips,Maybelline Lip Studio Color Jolt Shiny + Matte Range,9.9,roxinande,i have tried other colours before, Orange Outburs,2,10/11/2019 21:31,no,"['i', 'have', 'tried', 'other', 'colours', 'before']",0
32,Maybelline,Lips,Maybelline Lip Studio Color Jolt Shiny + Matte Range,9.9,roxinande,this particular one is so sticky even after using makeup remover on the lips, Orange Outburs,2,10/11/2019 21:31,no,"['this', 'particular', 'one', 'is', 'so', 'sticky', 'even', 'after', 'using', 'makeup', 'remover', 'on', 'the', 'lips']",-1
33,Maybelline,Lips,Maybelline Lip Studio Color Jolt Shiny + Matte Range,9.9,roxinande, my lips were just dry, Orange Outburs,2,10/11/2019 21:31,no,"['my', 'lips', 'were', 'just', 'dry']",0
34,Maybelline,Lips,Maybelline Lip Studio Color Jolt Shiny + Matte Range,9.9,roxinande,still sticky, Orange Outburs,2,10/11/2019 21:31,no,"['still', 'sticky']",-1
35,Maybelline,Lips,Maybelline Lip Studio Color Jolt Shiny + Matte Range,9.9,roxinande,prolly wont use again, Orange Outburs,2,10/11/2019 21:31,no,"['prolly', 'wont', 'use', 'again']",0
36,Maybelline,Lips,Maybelline Lip Studio Color Jolt Shiny + Matte Range,9.9,sitiraihah,delivery was super quick, Violet Rebel,5,10/14/2019 12:49,no,"['delivery', 'was', 'super', 'quick']",1
37,Maybelline,Lips,Maybelline Lip Studio Color Jolt Shiny + Matte Range,9.9,sitiraihah,item was super worth it during flash sale, Violet Rebel,5,10/14/2019 12:49,no,"['item', 'was', 'super', 'worth', 'it', 'during', 'flash', 'sale']",1
38,Maybelline,Lips,Maybelline Lip Studio Color Jolt Shiny + Matte Range,9.9,sitiraihah,but the violet rebel colour is lot more vibrant purple than how it looks like in the photo , Violet Rebel,5,10/14/2019 12:49,no,"['but', 'the', 'violet', 'rebel', 'colour', 'is', 'lot', 'more', 'vibrant', 'purple', 'than', 'how', 'it', 'looks', 'like', 'in', 'the', 'photo']",1
39,Maybelline,Lips,Maybelline Lip Studio Color Jolt Shiny + Matte Range,9.9,chantillyy,very glossy, Red-Dy Or N,5,10/11/2019 18:11,no,"['very', 'glossy']",0
40,Maybelline,Lips,Maybelline Lip Studio Color Jolt Shiny + Matte Range,9.9,chantillyy,colour does seem pigmented after squeezing out some amount from the tube, Red-Dy Or N,5,10/11/2019 18:11,no,"['colour', 'does', 'seem', 'pigmented', 'after', 'squeezing', 'out', 'some', 'amount', 'from', 'the', 'tube']",0
41,Maybelline,Lips,Maybelline Lip Studio Color Jolt Shiny + Matte Range,9.9,chantillyy,has rather strong smell to it tho , Red-Dy Or N,5,10/11/2019 18:11,no,"['has', 'rather', 'strong', 'smell', 'to', 'it', 'tho']",0
42,Maybelline,Lips,Maybelline Lip Studio Color Jolt Shiny + Matte Range,9.9,wwwwwwwa,item received in 1 day which is impressive got it during the 10 10 flash deal 0 99 steal , Stripped Dow,5,10/13/2019 14:48,no,"['item', 'received', 'in', '1', 'day', 'which', 'is', 'impressive', 'got', 'it', 'during', 'the', '10', '10', 'flash', 'deal', '0', '99', 'steal']",0
43,Maybelline,Lips,Maybelline Lip Studio Color Jolt Shiny + Matte Range,9.9,amandally93,next day delivery, Talk Back Red,5,10/16/2019 8:00,no,"['next', 'day', 'delivery']",0
44,Maybelline,Lips,Maybelline Lip Studio Color Jolt Shiny + Matte Range,9.9,amandally93,fast shipping, Talk Back Red,5,10/16/2019 8:00,no,"['fast', 'shipping']",1
45,Maybelline,Lips,Maybelline Lip Studio Color Jolt Shiny + Matte Range,9.9,amandally93,excellent product thanks, Talk Back Red,5,10/16/2019 8:00,no,"['excellent', 'product', 'thanks']",1
46,Maybelline,Lips,Maybelline Lip Studio Color Jolt Shiny + Matte Range,9.9,ivory1986,very worth to buy, Orange Outburs,4,10/14/2019 12:31,no,"['very', 'worth', 'to', 'buy']",1
47,Maybelline,Lips,Maybelline Lip Studio Color Jolt Shiny + Matte Range,9.9,ivory1986,received the item on next day with good conditions, Orange Outburs,4,10/14/2019 12:31,no,"['received', 'the', 'item', 'on', 'next', 'day', 'with', 'good', 'conditions']",1
48,Maybelline,Lips,Maybelline Lip Studio Color Jolt Shiny + Matte Range,9.9,ivory1986,it old stocks manufactory date on year 2017, Orange Outburs,4,10/14/2019 12:31,no,"['it', 'old', 'stocks', 'manufactory', 'date', 'on', 'year', '2017']",0
49,Maybelline,Lips,Maybelline Lip Studio Color Jolt Shiny + Matte Range,9.9,arora.ri2,super fast next day delivery, Violet Rebel,5,10/11/2019 14:37,no,"['super', 'fast', 'next', 'day', 'delivery']",1
50,Maybelline,Lips,Maybelline Lip Studio Color Jolt Shiny + Matte Range,9.9,arora.ri2, product as advertised, Violet Rebel,5,10/11/2019 14:37,no,"['product', 'as', 'advertised']",0
51,Maybelline,Lips,Maybelline Lip Studio Color Jolt Shiny + Matte Range,9.9,arora.ri2, good packaging, Violet Rebel,5,10/11/2019 14:37,no,"['good', 'packaging']",1
52,Maybelline,Lips,Maybelline Lip Studio Color Jolt Shiny + Matte Range,9.9,arora.ri2, recommend , Violet Rebel,5,10/11/2019 14:37,no,['recommend'],1
53,Maybelline,Lips,Maybelline Lip Studio Color Jolt Shiny + Matte Range,9.9,sherrie1907,fast delivery in one day only, Talk Back Red,5,10/11/2019 13:43,no,"['fast', 'delivery', 'in', 'one', 'day', 'only']",1
54,Maybelline,Lips,Maybelline Lip Studio Color Jolt Shiny + Matte Range,9.9,sherrie1907,thank you, Talk Back Red,5,10/11/2019 13:43,no,"['thank', 'you']",1
55,Maybelline,Lips,Maybelline Lip Studio Color Jolt Shiny + Matte Range,9.9,sherrie1907,look forward to try the lipstick, Talk Back Red,5,10/11/2019 13:43,no,"['look', 'forward', 'to', 'try', 'the', 'lipstick']",0
56,Maybelline,Lips,Maybelline Lip Studio Color Jolt Shiny + Matte Range,9.9,sherrie1907, , Talk Back Red,5,10/11/2019 13:43,no,[],0
57,Maybelline,Lips,Maybelline Lip Studio Color Jolt Shiny + Matte Range,9.9,yping1,nice colour although the formula really isn the greatest, Orange Outburs,5,10/12/2019 13:41,no,"['nice', 'colour', 'although', 'the', 'formula', 'really', 'isn', 'the', 'greatest']",1
58,Maybelline,Lips,Maybelline Lip Studio Color Jolt Shiny + Matte Range,9.9,aliciang1982,received in good condition, Naughty Coral,5,10/15/2019 5:55,no,"['received', 'in', 'good', 'condition']",1
59,Maybelline,Lips,Maybelline Lip Studio Color Jolt Shiny + Matte Range,9.9,aliciang1982,have not try yet, Naughty Coral,5,10/15/2019 5:55,no,"['have', 'not', 'try', 'yet']",0
60,Maybelline,Lips,Maybelline Lip Studio Color Jolt Shiny + Matte Range,9.9,aliciang1982,hope will like it , Naughty Coral,5,10/15/2019 5:55,no,"['hope', 'will', 'like', 'it']",1
61,Maybelline,Lips,Maybelline Lip Studio Color Jolt Shiny + Matte Range,9.9,leeyee_cx,arrived super quick, Talk Back Red,5,10/15/2019 18:51,no,"['arrived', 'super', 'quick']",1
62,Maybelline,Lips,Maybelline Lip Studio Color Jolt Shiny + Matte Range,9.9,leeyee_cx, 2 days after ordered, Talk Back Red,5,10/15/2019 18:51,no,"['2', 'days', 'after', 'ordered']",0
63,Maybelline,Lips,Maybelline Lip Studio Color Jolt Shiny + Matte Range,9.9,leeyee_cx,product cake well protected, Talk Back Red,5,10/15/2019 18:51,no,"['product', 'cake', 'well', 'protected']",1
64,Maybelline,Lips,Maybelline Lip Studio Color Jolt Shiny + Matte Range,9.9,cutedarren,fast delivery, Talk Back Red,5,10/12/2019 12:31,no,"['fast', 'delivery']",1
65,Maybelline,Lips,Maybelline Lip Studio Color Jolt Shiny + Matte Range,9.9,cutedarren,got it for 1 during flash sales yet to try , Talk Back Red,5,10/12/2019 12:31,no,"['got', 'it', 'for', '1', 'during', 'flash', 'sales', 'yet', 'to', 'try']",0
66,Maybelline,Lips,Maybelline Lip Studio Color Jolt Shiny + Matte Range,9.9,marquiell,delivered the next say after bought got it for 99cents yet to try , Talk Back Red,5,10/12/2019 19:08,no,"['delivered', 'the', 'next', 'say', 'after', 'bought', 'got', 'it', 'for', '99cents', 'yet', 'to', 'try']",0
67,Maybelline,Lips,Maybelline Lip Studio Color Jolt Shiny + Matte Range,9.9,saidstars,fast delivedy, Violet Rebel,5,10/12/2019 7:27,no,"['fast', 'delivedy']",1
68,Maybelline,Lips,Maybelline Lip Studio Color Jolt Shiny + Matte Range,9.9,saidstars,item in good condition, Violet Rebel,5,10/12/2019 7:27,no,"['item', 'in', 'good', 'condition']",1
69,Maybelline,Lips,Maybelline Lip Studio Color Jolt Shiny + Matte Range,9.9,saidstars,will purchase again in future, Violet Rebel,5,10/12/2019 7:27,no,"['will', 'purchase', 'again', 'in', 'future']",0
70,Maybelline,Lips,Maybelline Lip Studio Color Jolt Shiny + Matte Range,9.9,rickel1234,fast shipping, Violet Rebel,5,10/13/2019 23:11,no,"['fast', 'shipping']",1
71,Maybelline,Lips,Maybelline Lip Studio Color Jolt Shiny + Matte Range,9.9,rickel1234,not tested yet, Violet Rebel,5,10/13/2019 23:11,no,"['not', 'tested', 'yet']",0
72,Maybelline,Lips,Maybelline Lip Studio Color Jolt Shiny + Matte Range,9.9,rickel1234,looks very nice hahahah, Violet Rebel,5,10/13/2019 23:11,no,"['looks', 'very', 'nice', 'hahahah']",1
73,Maybelline,Lips,Maybelline Lip Studio Color Jolt Shiny + Matte Range,9.9,yeiyan,worth it at only 1buck, Orange Outburs,5,10/14/2019 21:03,no,"['worth', 'it', 'at', 'only', '1buck']",1
74,Maybelline,Lips,Maybelline Lip Studio Color Jolt Shiny + Matte Range,9.9,yeiyan,some more it smells really nice, Orange Outburs,5,10/14/2019 21:03,no,"['some', 'more', 'it', 'smells', 'really', 'nice']",0
75,Maybelline,Lips,Maybelline Lip Studio Color Jolt Shiny + Matte Range,9.9,sebbies97,smells good, Talk Back Red,5,10/12/2019 23:18,no,"['smells', 'good']",0
76,Maybelline,Lips,Maybelline Lip Studio Color Jolt Shiny + Matte Range,9.9,sebbies97,colour very strong, Talk Back Red,5,10/12/2019 23:18,no,"['colour', 'very', 'strong']",1
77,Maybelline,Lips,Maybelline Lip Studio Color Jolt Shiny + Matte Range,9.9,sebbies97,lipstick quite sticky too, Talk Back Red,5,10/12/2019 23:18,no,"['lipstick', 'quite', 'sticky', 'too']",-1
78,Maybelline,Lips,Maybelline Lip Studio Color Jolt Shiny + Matte Range,9.9,sebbies97,is good, Talk Back Red,5,10/12/2019 23:18,no,"['is', 'good']",1
79,Maybelline,Lips,Maybelline Lip Studio Color Jolt Shiny + Matte Range,9.9,zuu.love,bought during the 10 10 sale, Stripped Dow,4,10/11/2019 17:59,no,"['bought', 'during', 'the', '10', '10', 'sale']",0
80,Maybelline,Lips,Maybelline Lip Studio Color Jolt Shiny + Matte Range,9.9,zuu.love,received within dayyyyyy, Stripped Dow,4,10/11/2019 17:59,no,"['received', 'within', 'dayyyyyy']",0
81,Maybelline,Lips,Maybelline Lip Studio Color Jolt Shiny + Matte Range,9.9,maihong_hnue,received after 22 hours, Orange Outburs,5,10/11/2019 11:40,no,"['received', 'after', '22', 'hours']",0
82,Maybelline,Lips,Maybelline Lip Studio Color Jolt Shiny + Matte Range,9.9,maihong_hnue,super quick, Orange Outburs,5,10/11/2019 11:40,no,"['super', 'quick']",1
83,Maybelline,Lips,Maybelline Lip Studio Color Jolt Shiny + Matte Range,9.9,maihong_hnue,nice, Orange Outburs,5,10/11/2019 11:40,no,['nice'],1
84,Maybelline,Lips,Maybelline Lip Studio Color Jolt Shiny + Matte Range,9.9,maihong_hnue,thank sellers , Orange Outburs,5,10/11/2019 11:40,no,"['thank', 'sellers']",1
85,Maybelline,Lips,Maybelline Lip Studio Color Jolt Shiny + Matte Range,9.9,tiffanypf,received the item really quick , Red-Dy Or N,5,9/4/2019 21:41,no,"['received', 'the', 'item', 'really', 'quick']",0
86,Maybelline,Lips,Maybelline Lip Studio Color Jolt Shiny + Matte Range,9.9,tiffanypf,very fast delivery, Red-Dy Or N,5,9/4/2019 21:41,no,"['very', 'fast', 'delivery']",1
87,Maybelline,Lips,Maybelline Lip Studio Color Jolt Shiny + Matte Range,9.9,tiffanypf,however, Red-Dy Or N,5,9/4/2019 21:41,no,['however'],0
88,Maybelline,Lips,Maybelline Lip Studio Color Jolt Shiny + Matte Range,9.9,tiffanypf, didn expect the item to be so tiny for 4 50 item, Red-Dy Or N,5,9/4/2019 21:41,no,"['didn', 'expect', 'the', 'item', 'to', 'be', 'so', 'tiny', 'for', '4', '50', 'item']",0
89,Maybelline,Lips,Maybelline Lip Studio Color Jolt Shiny + Matte Range,9.9,tiffanypf,it still handy, Red-Dy Or N,5,9/4/2019 21:41,no,"['it', 'still', 'handy']",1
90,Maybelline,Lips,Maybelline Lip Studio Color Jolt Shiny + Matte Range,9.9,tiffanypf,the colour is not bad, Red-Dy Or N,5,9/4/2019 21:41,no,"['the', 'colour', 'is', 'not', 'bad']",-1
91,Maybelline,Lips,Maybelline Lip Studio Color Jolt Shiny + Matte Range,9.9,tiffanypf,the texture can be abit dry, Red-Dy Or N,5,9/4/2019 21:41,no,"['the', 'texture', 'can', 'be', 'abit', 'dry']",0
92,Maybelline,Lips,Maybelline Lip Studio Color Jolt Shiny + Matte Range,9.9,kathirmathivijay,received fast, Violet Rebel,5,8/20/2019 14:37,no,"['received', 'fast']",1
93,Maybelline,Lips,Maybelline Lip Studio Color Jolt Shiny + Matte Range,9.9,kathirmathivijay,item is authentic, Violet Rebel,5,8/20/2019 14:37,no,"['item', 'is', 'authentic']",1
94,Maybelline,Lips,Maybelline Lip Studio Color Jolt Shiny + Matte Range,9.9,kathirmathivijay,yet to try, Violet Rebel,5,8/20/2019 14:37,no,"['yet', 'to', 'try']",0
95,Maybelline,Lips,Maybelline Lip Studio Color Jolt Shiny + Matte Range,9.9,kathirmathivijay,will purchase from this seller again if needed , Violet Rebel,5,8/20/2019 14:37,no,"['will', 'purchase', 'from', 'this', 'seller', 'again', 'if', 'needed']",0
96,Maybelline,Lips,Maybelline Lip Studio Color Jolt Shiny + Matte Range,9.9,kate1ynn,bought during 3 3 sale at good discount, Red-Dy Or N,5,3/7/2019 21:34,no,"['bought', 'during', '3', '3', 'sale', 'at', 'good', 'discount']",1
97,Maybelline,Lips,Maybelline Lip Studio Color Jolt Shiny + Matte Range,9.9,kate1ynn,pretty fast delivery , Red-Dy Or N,5,3/7/2019 21:34,no,"['pretty', 'fast', 'delivery']",1
98,Maybelline,Lips,Maybelline Lip Studio Color Jolt Shiny + Matte Range,9.9,kate1ynn,received within 3 working days in bubble wrapped envelope, Red-Dy Or N,5,3/7/2019 21:34,no,"['received', 'within', '3', 'working', 'days', 'in', 'bubble', 'wrapped', 'envelope']",0
99,Maybelline,Lips,Maybelline Lip Studio Color Jolt Shiny + Matte Range,9.9,kate1ynn,the colours are nice, Red-Dy Or N,5,3/7/2019 21:34,no,"['the', 'colours', 'are', 'nice']",1
100,Maybelline,Lips,Maybelline Lip Studio Color Jolt Shiny + Matte Range,9.9,kate1ynn, online images are true to life, Red-Dy Or N,5,3/7/2019 21:34,no,"['online', 'images', 'are', 'true', 'to', 'life']",0
101,Maybelline,Lips,Maybelline Lip Studio Color Jolt Shiny + Matte Range,9.9,kate1ynn,will consider 2nd purchase when there a sale , Red-Dy Or N,5,3/7/2019 21:34,no,"['will', 'consider', '2nd', 'purchase', 'when', 'there', 'a', 'sale']",0
102,Maybelline,Lips,Maybelline Lip Studio Color Jolt Shiny + Matte Range,9.9,darhoney,fast delivery, Naughty Coral,5,6/8/2019 16:44,no,"['fast', 'delivery']",1
103,Maybelline,Lips,Maybelline Lip Studio Color Jolt Shiny + Matte Range,9.9,darhoney,items received in good condition, Naughty Coral,5,6/8/2019 16:44,no,"['items', 'received', 'in', 'good', 'condition']",1
104,Maybelline,Lips,Maybelline Lip Studio Color Jolt Shiny + Matte Range,9.9,darhoney,yet to try, Naughty Coral,5,6/8/2019 16:44,no,"['yet', 'to', 'try']",0
105,Maybelline,Lips,Maybelline Lip Studio Color Jolt Shiny + Matte Range,9.9,darhoney, , Naughty Coral,5,6/8/2019 16:44,no,[],0
106,Maybelline,Lips,Maybelline Lip Studio Color Jolt Shiny + Matte Range,9.9,myntshop,speedy delivery, Talk Back Red,5,6/7/2019 11:04,no,"['speedy', 'delivery']",1
107,Maybelline,Lips,Maybelline Lip Studio Color Jolt Shiny + Matte Range,9.9,myntshop,good deal, Talk Back Red,5,6/7/2019 11:04,no,"['good', 'deal']",1
108,Maybelline,Lips,Maybelline Lip Studio Color Jolt Shiny + Matte Range,9.9,myntshop, product wise nice colour, Talk Back Red,5,6/7/2019 11:04,no,"['product', 'wise', 'nice', 'colour']",1
109,Maybelline,Lips,Maybelline Lip Studio Color Jolt Shiny + Matte Range,9.9,myntshop,very drying on lips , Talk Back Red,5,6/7/2019 11:04,no,"['very', 'drying', 'on', 'lips']",0
110,Maybelline,Lips,Maybelline Lip Studio Color Jolt Shiny + Matte Range,9.9,estherteng37,no comments review is an image, Talk Back Red,5,12/16/2019 17:40,no,"['no', 'comments', 'review', 'is', 'an', 'image']",0
111,Maybelline,Lips,Maybelline Lip Studio Color Jolt Shiny + Matte Range,9.9,liezlgeronimo1215,no comments review is an image, Stripped Dow,5,12/5/2019 3:24,no,"['no', 'comments', 'review', 'is', 'an', 'image']",0
112,Maybelline,Lips,Maybelline Lip Studio Color Jolt Shiny + Matte Range,9.9,shopiahop,no comments review is an image, Violet Rebel,5,11/25/2019 23:26,no,"['no', 'comments', 'review', 'is', 'an', 'image']",0
113,Maybelline,Lips,Maybelline Lip Studio Color Jolt Shiny + Matte Range,9.9,msgseed,no comments review is an image, Naughty Coral,5,11/12/2019 18:39,no,"['no', 'comments', 'review', 'is', 'an', 'image']",0
114,Maybelline,Lips,Maybelline Lip Studio Color Jolt Shiny + Matte Range,9.9,shima.ali,no comments review is an image, Orange Outburs,5,11/6/2019 21:54,no,"['no', 'comments', 'review', 'is', 'an', 'image']",0
115,Maybelline,Lips,Maybelline Lip Studio Color Jolt Shiny + Matte Range,9.9,ksuzy,no comments review is an image, Naughty Coral,4,10/28/2019 15:59,no,"['no', 'comments', 'review', 'is', 'an', 'image']",0
116,Maybelline,Lips,Maybelline Lip Studio Color Jolt Shiny + Matte Range,9.9,rahimahimahjay,no comments review is an image, Violet Rebel,5,10/12/2019 12:11,no,"['no', 'comments', 'review', 'is', 'an', 'image']",0
117,Maybelline,Lips,Maybelline Lip Studio Color Jolt Shiny + Matte Range,9.9,hawyun,no comments review is an image, Orange Outburs,5,10/11/2019 15:38,no,"['no', 'comments', 'review', 'is', 'an', 'image']",0
118,Maybelline,Lips,Maybelline Lip Studio Color Jolt Shiny + Matte Range,9.9,julezm,no comments review is an image, Violet Rebel,5,10/13/2019 11:08,no,"['no', 'comments', 'review', 'is', 'an', 'image']",0
119,Maybelline,Lips,Maybelline Lip Studio Color Jolt Shiny + Matte Range,9.9,jjlilylin,no comments review is an image, Red-Dy Or N,5,9/18/2019 12:45,no,"['no', 'comments', 'review', 'is', 'an', 'image']",0
120,Maybelline,Lips,Maybelline Lip Studio Color Jolt Shiny + Matte Range,9.9,zxxy595506,no comments review is an image, Talk Back Red,5,9/11/2019 7:39,no,"['no', 'comments', 'review', 'is', 'an', 'image']",0
121,Maybelline,Lips,Maybelline Lip Studio Color Jolt Shiny + Matte Range,9.9,nazxoxo,no comments review is an image, Stripped Dow,5,3/8/2019 17:07,no,"['no', 'comments', 'review', 'is', 'an', 'image']",0
122,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,ughsteffi,no free lipstick as advertised which is bummer, 125 Nude Beige,5,1/16/2020 16:10,no,"['no', 'free', 'lipstick', 'as', 'advertised', 'which', 'is', 'bummer']",1
123,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,ughsteffi,received item fairly quickly, 125 Nude Beige,5,1/16/2020 16:10,no,"['received', 'item', 'fairly', 'quickly']",1
124,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,racquel1717,packed in bubble wrapped, 128 Warm Nude,5,1/18/2020 12:16,no,"['packed', 'in', 'bubble', 'wrapped']",0
125,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,racquel1717,there is delivery charge, 128 Warm Nude,5,1/18/2020 12:16,no,"['there', 'is', 'delivery', 'charge']",0
126,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,racquel1717,if buy 2 will be 2sgd off, 128 Warm Nude,5,1/18/2020 12:16,no,"['if', 'buy', '2', 'will', 'be', '2sgd', 'off']",0
